x,y,z,xt,yt,zt
0.907206, -0.104737, -1.174798, , , 
0.545555, 0.115638, -1.116504, , , 
0.116787, -0.349681, -1.356113, , , 
0.511111, 0.243249, -0.841707, , , 
0.380570, -0.128403, -1.076408, , , 
0.642357, -0.074674, -1.198551, , , 
0.508010, 0.306886, -0.920021, , , 
0.244221, 0.082333, -0.975036, , , 
0.009906, 0.083710, -1.111936, , , 
0.680306, 0.204506, -0.934395, , , 
0.421894, -0.107785, -1.107194, , , 
0.411866, 0.338060, -0.894187, , , 
0.714975, 0.161559, -0.961790, , , 
0.179861, 0.240674, -0.962889, , , 
0.542186, 0.374368, -0.837232, , , 
0.654418, 0.191745, -0.998980, , , 
-0.086462, -0.084509, -0.981967, , , 
0.829126, -0.076158, -1.037939, , , 
0.054760, 0.047704, -1.117683, , , 
0.305743, 0.006255, -0.924213, , , 
0.053926, 0.072313, -1.104300, , , 
-0.131428, -0.431663, -1.495965, , , 
0.245148, 0.016632, -0.948885, , , 
0.361239, -0.320750, -1.364911, , , 
0.191734, 0.180625, -0.565857, , , 
-0.130069, 0.233223, -0.942379, , , 
0.400854, 0.317361, -0.909148, , , 
0.224324, 0.219017, -0.914157, , , 
0.683053, 0.278829, -0.924087, , , 
0.305685, 0.003989, -0.931398, , , 
0.592423, -0.067114, -1.118011, , , 
0.472887, 0.286524, -0.904827, , , 
0.141675, 0.217752, -0.851205, , , 
0.151240, -0.073012, -1.163703, , , 
0.104735, -0.129811, -1.278380, , , 
0.196826, 0.067745, -1.032343, , , 
0.501464, -0.258274, -1.303888, , , 
0.694061, 0.238733, -0.932105, , , 
